web-scraper-order,web-scraper-start-url,menu_bar,menu_bar-href,health_topics,health_topics-href,news_articles,news_articles-href,title,author,date,content
"1597635538-455","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Weight Loss & Diet Plans","https://www.webmd.com/diet/default.htm","Fast Food Makes an Unhealthy Comeback Among Kids","https://www.webmd.com/diet/news/20200814/fast-food-makes-an-unhealthy-comeback-among-kids","Fast Food Makes an Unhealthy Comeback Among Kids","By Amy Norton 
HealthDay Reporter","FRIDAY, Aug. 14, 2020 (HealthDay News) -- After a period of improvement, U.S. kids are eating as much fast food as they were in the early 2000s, new government figures show.","In recent years, Fleming-Milici said, fast-food companies have been promoting ""healthy"" side-order and drink options for kids. And in the study, most parents intended to buy fast food more often because of those policies."
"1597635538-451","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Weight Loss & Diet Plans","https://www.webmd.com/diet/default.htm","Fast Food Makes an Unhealthy Comeback Among Kids","https://www.webmd.com/diet/news/20200814/fast-food-makes-an-unhealthy-comeback-among-kids","Fast Food Makes an Unhealthy Comeback Among Kids","By Amy Norton 
HealthDay Reporter","FRIDAY, Aug. 14, 2020 (HealthDay News) -- After a period of improvement, U.S. kids are eating as much fast food as they were in the early 2000s, new government figures show.","""Fast-food companies have been pioneers in using digital marketing,"" said Fleming-Milici, who was not involved in the NCHS report."
"1597634785-343","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Men's Health","https://www.webmd.com/men/default.htm","The Pros and Cons of Testosterone Therapy","https://www.webmd.com/men/features/testosterone-therapy-pros-cons","The Pros and Cons of Testosterone Therapy","","null","Eisenberg says that studies of TRT’s benefits and risks have had mixed results and provide limited answers. Does it improve fatigue, for example? It’s unclear. “We counsel men that it’s not clear whether TRT will help,” Eisenberg says."
"1597635538-457","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Weight Loss & Diet Plans","https://www.webmd.com/diet/default.htm","Fast Food Makes an Unhealthy Comeback Among Kids","https://www.webmd.com/diet/news/20200814/fast-food-makes-an-unhealthy-comeback-among-kids","Fast Food Makes an Unhealthy Comeback Among Kids","By Amy Norton 
HealthDay Reporter","FRIDAY, Aug. 14, 2020 (HealthDay News) -- After a period of improvement, U.S. kids are eating as much fast food as they were in the early 2000s, new government figures show.","The new findings, released in an Aug. 14 data brief, are based on responses to an ongoing federal health survey. Every couple of years it asks a nationally representative sample of Americans about their health and lifestyle habits."
"1597634367-293","https://www.webmd.com/","Family &
 Pregnancy","https://www.webmd.com/family-pregnancy","Children's Health","https://www.webmd.com/children/default.htm","Why Do Black Kids Fare Worse After Surgery?","https://www.webmd.com/children/news/20200720/black-kids-face-higher-odds-of-post-op-complications-than-white-kids","Why Do Black Kids Fare Worse After Surgery?","By Amy Norton 
HealthDay Reporter","MONDAY, July 20, 2020 (HealthDay News) -- When healthy kids have surgery, serious complications are uncommon. But even in that low-risk scenario, Black children fare worse, a new study finds.","That's true of adults and, some studies have found, children as well."
"1597634809-357","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Men's Health","https://www.webmd.com/men/default.htm","Leonardo's Vitruvian Man Close to Modern Measures","https://www.webmd.com/men/news/20200610/leonardos-vitruvian-man-close-to-modern-measures","Leonardo's Vitruvian Man Close to Modern Measures","null","TUESDAY, June 9, 2020 (HealthDay News) -- More than five centuries ago, Renaissance master Leonardo da Vinci produced a now-famous image of what he considered the perfectly proportioned male body: the ""Vitruvian Man.""","Still, despite all this, ""close agreement"" was still found in the images created 500 years ago by one man, and those created in 2020 by a much more complex scientific analysis, Thomas and her colleagues said."
"1597635514-440","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Weight Loss & Diet Plans","https://www.webmd.com/diet/default.htm","Is Your Bread Really 'Whole Grain'? Maybe Not","https://www.webmd.com/diet/news/20200810/is-it-really-whole-grain-food-labels-often-misleading","Is Your Bread Really 'Whole Grain'? Maybe Not","By Dennis Thompson 
HealthDay Reporter","MONDAY, Aug. 10, 2020 (HealthDay News) -- Folks who want to eat healthy by choosing whole grain foods aren't helped by product labels that can confuse and mislead consumers, a new study shows.","Terms like ""multigrain,"" ""contains whole grains,"" ""honey wheat"" and ""12-grain"" can be used to hawk breads, cereals and crackers as healthier options even if the product mostly contains refined flour, explained lead researcher Parke Wilde, a professor at Tufts University's School of Nutrition Science and Policy in Boston."
"1597634759-332","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Men's Health","https://www.webmd.com/men/default.htm","Stop Avoiding That Doctor’s Appointment","https://www.webmd.com/men/features/men-avoiding-doctor-appointments","Stop Avoiding That Doctor’s Appointment","Guys, make time to visit the doctor.","What should I bring to my appointment?","“Men in their 30s and 40s are mostly healthy, but those are the ages that you need to start thinking about preventive measures to keep yourself healthy as you age,” Jevnikar says. “Those are the times you need to be checking your blood pressure, checking cholesterol, and getting other simple screenings.”"
"1597634655-307","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Teen Boys","https://teens.webmd.com/boys/default.htm","Front-of-Head Hits Blamed for Nearly Half of Young Football Player Concussions","https://teens.webmd.com/boys/news/20140811/front-of-head-hits-blamed-for-nearly-half-of-young-football-player-concussions","Front-of-Head Hits and Young Football Players","By Randy Dotinga","MONDAY, Aug. 11, 2014 (HealthDay News) -- High school football players are more likely to lose consciousness after concussions if they get hit at the top of the head compared to the sides, back or front, according to a new study.","The researchers found that the location of the impact didn't affect the symptoms or prognosis for the players, Overall, they were likely to suffer headaches (93 percent), dizziness and unsteadiness (76 percent), difficulty concentrating (61 percent), and confusion and disorientation (52 percent)."
"1597634655-299","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Teen Boys","https://teens.webmd.com/boys/default.htm","Front-of-Head Hits Blamed for Nearly Half of Young Football Player Concussions","https://teens.webmd.com/boys/news/20140811/front-of-head-hits-blamed-for-nearly-half-of-young-football-player-concussions","Front-of-Head Hits and Young Football Players","By Randy Dotinga","MONDAY, Aug. 11, 2014 (HealthDay News) -- High school football players are more likely to lose consciousness after concussions if they get hit at the top of the head compared to the sides, back or front, according to a new study.","HealthDay Reporter"
"1597635318-406","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Sex & Relationships","https://www.webmd.com/sex-relationships/default.htm","Many Teens Suffer 'Digital Dating Abuse'","https://www.webmd.com/sex-relationships/news/20200219/texting-trauma-many-teens-suffer-digital-dating-abuse","Many Teens Suffer 'Digital Dating Abuse'","By Amy Norton 
HealthDay Reporter","WEDNESDAY, Feb. 19, 2020 (HealthDay News) -- Many U.S. teenagers may be using their smartphones to harass, humiliate or otherwise abuse their dating partners.","Teens might send threats by text; make embarrassing posts on social media; publicly share private, sometimes sexual, pictures; or secretly look through a partner's device to monitor him or her."
"1597634785-342","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Men's Health","https://www.webmd.com/men/default.htm","The Pros and Cons of Testosterone Therapy","https://www.webmd.com/men/features/testosterone-therapy-pros-cons","The Pros and Cons of Testosterone Therapy","","null","And there are other concerns. Does TRT improve symptoms linked to low testosterone? In January of this year, the American College of Physicians released new practice guidelines that outlined the limited benefits men are likely to get from TRT. The doctors’ group found that TRT offered slight improvements to sexual and erectile function; they found no other benefits."
"1597635359-426","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Sex & Relationships","https://www.webmd.com/sex-relationships/default.htm","More Young Americans Are Going Without Sex","https://www.webmd.com/sex-relationships/news/20200612/more-young-americans-are-going-without-sex","More Young Americans Are Going Without Sex","null","FRIDAY, June 12, 2020 (HealthDay News) -- Sex, and lots of it, has long been the primary preoccupation of young adults, but more of them are now going months and years without any intimate encounters.","Technology and society appear to be colliding in a way that dramatically affects young adults' interest in sex, said Twenge, who wrote an editorial accompanying the new study."
"1597634870-362","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Women's Health","https://www.webmd.com/women/default.htm","Diagnosing Mild Cognitive Impairment in Women","https://www.webmd.com/women/features/mild-cognitive-impairment-women","Diagnosing Mild Cognitive Impairment in Women","","Sundermann suggests that when women have concerns about their memory, they keep these things in mind:","Cognitive tests, which include remembering as many words as possible from a list, help doctors determine whether changes in a person’s memory are cause for concern. If you score below a certain threshold, you might have mild cognitive impairment, or MCI. That’s a decline in thinking skills beyond just normal aging. MCI can, but not always, progress to dementia."
"1597634911-378","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Women's Health","https://www.webmd.com/women/default.htm","Pregnancy Discharge: Color and Texture Changes","https://www.webmd.com/women/features/pregnancy-discharge-changes","Pregnancy Discharge: Color and Texture Changes","","null","“A lot of women really notice it in the beginning part of their pregnancy,” says Susan Hernandez, CNM, MSN, chief nurse-midwife at Massachusetts General Hospital. “It’s what we always get asked about.”"
"1597634809-358","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Men's Health","https://www.webmd.com/men/default.htm","Leonardo's Vitruvian Man Close to Modern Measures","https://www.webmd.com/men/news/20200610/leonardos-vitruvian-man-close-to-modern-measures","Leonardo's Vitruvian Man Close to Modern Measures","null","TUESDAY, June 9, 2020 (HealthDay News) -- More than five centuries ago, Renaissance master Leonardo da Vinci produced a now-famous image of what he considered the perfectly proportioned male body: the ""Vitruvian Man.""","The study was published June 9 in the Journal of the American Medical Association."
"1597635538-450","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Weight Loss & Diet Plans","https://www.webmd.com/diet/default.htm","Fast Food Makes an Unhealthy Comeback Among Kids","https://www.webmd.com/diet/news/20200814/fast-food-makes-an-unhealthy-comeback-among-kids","Fast Food Makes an Unhealthy Comeback Among Kids","By Amy Norton 
HealthDay Reporter","FRIDAY, Aug. 14, 2020 (HealthDay News) -- After a period of improvement, U.S. kids are eating as much fast food as they were in the early 2000s, new government figures show.","One possibility is that social media and ""digital marketing"" have a role, according to Frances Fleming-Milici, a researcher with the Rudd Center for Food Policy and Obesity at the University of Connecticut."
"1597634367-296","https://www.webmd.com/","Family &
 Pregnancy","https://www.webmd.com/family-pregnancy","Children's Health","https://www.webmd.com/children/default.htm","Why Do Black Kids Fare Worse After Surgery?","https://www.webmd.com/children/news/20200720/black-kids-face-higher-odds-of-post-op-complications-than-white-kids","Why Do Black Kids Fare Worse After Surgery?","By Amy Norton 
HealthDay Reporter","MONDAY, July 20, 2020 (HealthDay News) -- When healthy kids have surgery, serious complications are uncommon. But even in that low-risk scenario, Black children fare worse, a new study finds.","That's why the new study -- published online July 20 in Pediatrics -- focused on children who were generally healthy going into surgery."
"1597634785-344","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Men's Health","https://www.webmd.com/men/default.htm","The Pros and Cons of Testosterone Therapy","https://www.webmd.com/men/features/testosterone-therapy-pros-cons","The Pros and Cons of Testosterone Therapy","","null","However, Eisenberg stresses that men with very low testosterone have a higher chance of developing heart disease, osteoporosis, and other problems if they go untreated."
"1597634367-292","https://www.webmd.com/","Family &
 Pregnancy","https://www.webmd.com/family-pregnancy","Children's Health","https://www.webmd.com/children/default.htm","Why Do Black Kids Fare Worse After Surgery?","https://www.webmd.com/children/news/20200720/black-kids-face-higher-odds-of-post-op-complications-than-white-kids","Why Do Black Kids Fare Worse After Surgery?","By Amy Norton 
HealthDay Reporter","MONDAY, July 20, 2020 (HealthDay News) -- When healthy kids have surgery, serious complications are uncommon. But even in that low-risk scenario, Black children fare worse, a new study finds.","There is nothing new, of course, about racial disparities in health care outcomes, Nafiu pointed out. Many studies have found that Black Americans tend to fare worse than white patients -- including when it comes to post-surgery complications."
"1597634809-353","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Men's Health","https://www.webmd.com/men/default.htm","Leonardo's Vitruvian Man Close to Modern Measures","https://www.webmd.com/men/news/20200610/leonardos-vitruvian-man-close-to-modern-measures","Leonardo's Vitruvian Man Close to Modern Measures","null","TUESDAY, June 9, 2020 (HealthDay News) -- More than five centuries ago, Renaissance master Leonardo da Vinci produced a now-famous image of what he considered the perfectly proportioned male body: the ""Vitruvian Man.""","The results? ""Except for arm span and thigh length, the differences in proportions for men measured by the body scanner and 'Vitruvian Man' were within 10% [concurrence],"" the West Point researchers said. ""The difference in arm span was 20% and difference in thigh height was 29% more than 'Vitruvian Man.'"""
"1597634759-330","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Men's Health","https://www.webmd.com/men/default.htm","Stop Avoiding That Doctor’s Appointment","https://www.webmd.com/men/features/men-avoiding-doctor-appointments","Stop Avoiding That Doctor’s Appointment","Guys, make time to visit the doctor.","What should I bring to my appointment?","Four in five men say they make an effort to remain in good health for the benefit of their loved ones. Why, then, do nearly three-quarters of men prefer to scrub the toilet or do other chores than see a doctor for preventive care, such as annual checkups?"
"1597635586-458","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Food & Recipes","https://www.webmd.com/food-recipes/default.htm","Hundreds Sickened by Parasite in Bagged Salad","https://www.webmd.com/food-recipes/food-poisoning/news/20200727/hundreds-sickened-by-parasite-in-bagged-salad","Hundreds Sickened by Parasite in Bagged Salad","July 27, 2020 -- An outbreak in bagged salads has sickened 641 people in 11 states, the FDA says.","null","The salads were made by Fresh Express at a plant in Illinois and may be contaminated with cyclospora. Fresh Express recalled bagged salads with a product code of Z178 or lower and a “best by” date through July 14. The recall includes salads with the Fresh Express label and retail store brands ALDI Little Salad Bar, Giant Eagle, Hy-Vee, Jewel-Osco Signature Farms, ShopRite Wholesome Pantry, and Walmart Marketside."
"1597634367-287","https://www.webmd.com/","Family &
 Pregnancy","https://www.webmd.com/family-pregnancy","Children's Health","https://www.webmd.com/children/default.htm","Why Do Black Kids Fare Worse After Surgery?","https://www.webmd.com/children/news/20200720/black-kids-face-higher-odds-of-post-op-complications-than-white-kids","Why Do Black Kids Fare Worse After Surgery?","By Amy Norton 
HealthDay Reporter","MONDAY, July 20, 2020 (HealthDay News) -- When healthy kids have surgery, serious complications are uncommon. But even in that low-risk scenario, Black children fare worse, a new study finds.","Looking at more than 172,000 U.S. children who had inpatient surgery, researchers found that Black kids faced higher post-operative risks. That included more than three times the risk of dying within 30 days."
"1597634328-285","https://www.webmd.com/","Family &
 Pregnancy","https://www.webmd.com/family-pregnancy","Children's Health","https://www.webmd.com/children/default.htm","Sepsis in Children","https://www.webmd.com/children/features/sepsis-children","Sepsis in Children","","Kissoon says one critical problem with sepsis is making a diagnosis. “The signs and symptoms initially can be very subtle, and many a time, we misdiagnose children and we think they have a common cold,” he says.","Kissoon is working with the CDC to gather data on sepsis. He says one of the biggest barriers is accepting that sepsis is a major public health issue. “In the United States, more than 18 children die from sepsis each day, and this is tragic in the sense that many of these lives could be saved with improved public awareness of the symptoms and expanded health care provider education and early treatment,” says Kissoon, a professor of pediatrics and emergency medicine at the University of British Columbia. He says it causes more deaths than cancer."
"1597635318-410","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Sex & Relationships","https://www.webmd.com/sex-relationships/default.htm","Many Teens Suffer 'Digital Dating Abuse'","https://www.webmd.com/sex-relationships/news/20200219/texting-trauma-many-teens-suffer-digital-dating-abuse","Many Teens Suffer 'Digital Dating Abuse'","By Amy Norton 
HealthDay Reporter","WEDNESDAY, Feb. 19, 2020 (HealthDay News) -- Many U.S. teenagers may be using their smartphones to harass, humiliate or otherwise abuse their dating partners.","Digital dating abuse is generally not an isolated issue: Many teens in the study (36%) said they'd been abused offline -- physically, verbally or through coercive, controlling behavior. And it often went hand-in-hand with digital abuse."
"1597634367-295","https://www.webmd.com/","Family &
 Pregnancy","https://www.webmd.com/family-pregnancy","Children's Health","https://www.webmd.com/children/default.htm","Why Do Black Kids Fare Worse After Surgery?","https://www.webmd.com/children/news/20200720/black-kids-face-higher-odds-of-post-op-complications-than-white-kids","Why Do Black Kids Fare Worse After Surgery?","By Amy Norton 
HealthDay Reporter","MONDAY, July 20, 2020 (HealthDay News) -- When healthy kids have surgery, serious complications are uncommon. But even in that low-risk scenario, Black children fare worse, a new study finds.","So it hasn't been clear whether racial differences in those health conditions might explain disparities after surgery."
"1597634870-370","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Women's Health","https://www.webmd.com/women/default.htm","Diagnosing Mild Cognitive Impairment in Women","https://www.webmd.com/women/features/mild-cognitive-impairment-women","Diagnosing Mild Cognitive Impairment in Women","","Sundermann suggests that when women have concerns about their memory, they keep these things in mind:","“There are other causes of memory changes besides Alzheimer’s -- your medications, menopause, how you feel on any given day.”"
"1597634809-352","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Men's Health","https://www.webmd.com/men/default.htm","Leonardo's Vitruvian Man Close to Modern Measures","https://www.webmd.com/men/news/20200610/leonardos-vitruvian-man-close-to-modern-measures","Leonardo's Vitruvian Man Close to Modern Measures","null","TUESDAY, June 9, 2020 (HealthDay News) -- More than five centuries ago, Renaissance master Leonardo da Vinci produced a now-famous image of what he considered the perfectly proportioned male body: the ""Vitruvian Man.""","For good measure, a separate sample of almost 1,400 female recruits were also scanned -- the artist did not produce a ""Vitruvian Woman,"" however."
"1597634785-339","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Men's Health","https://www.webmd.com/men/default.htm","The Pros and Cons of Testosterone Therapy","https://www.webmd.com/men/features/testosterone-therapy-pros-cons","The Pros and Cons of Testosterone Therapy","","null","But TRT has had its ups and downs in the past 2 decades. From 2001 to 2013, prescriptions rose by 300% following marketing efforts that proclaimed it could restore energy, alertness, mental focus, and sexual function. Then, over the next 3 years, the number of men taking it dropped by half as studies revealed potential risks, particularly to heart health."
"1597635134-403","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Balance","https://www.webmd.com/balance/default.htm","Many Stay Optimistic for Most of Their Lives","https://www.webmd.com/balance/news/20200806/many-stay-optimistic-until-old-age-hits","Many Stay Optimistic for Most of Their Lives","By Robert Preidt 
HealthDay Reporter","THURSDAY, Aug. 6, 2020 (HealthDay News) -- People tend to be optimistic for most of their life, even when they have to cope with serious challenges, a new study finds.","""""We oftentimes think that the really sad or tragic things that happen in life completely alter us as people, but that's not really the case,"" Chopik said. ""You don't fundamentally change as a result of terrible things; people diagnosed with an illness or those who go through another crisis still felt positive about the future and what life had ahead for them on the other side."""
"1597634328-283","https://www.webmd.com/","Family &
 Pregnancy","https://www.webmd.com/family-pregnancy","Children's Health","https://www.webmd.com/children/default.htm","Sepsis in Children","https://www.webmd.com/children/features/sepsis-children","Sepsis in Children","","Kissoon says one critical problem with sepsis is making a diagnosis. “The signs and symptoms initially can be very subtle, and many a time, we misdiagnose children and we think they have a common cold,” he says.","While sepsis overwhelmingly strikes the elderly -- up to 85% of all cases are in seniors -- more than 75,000 children develop sepsis annually in the United States, according to the Sepsis Alliance. Seven thousand die."
"1597634708-319","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Teen Boys","https://teens.webmd.com/boys/default.htm","Stress-Prone Teen Boys May Risk High BP Later","https://teens.webmd.com/boys/news/20160201/stress-prone-teen-males-may-be-at-risk-of-high-blood-pressure-later","Stress-Prone Teen Boys May Risk High BP Later","By Robert Preidt","","HealthDay Reporter"
"1597635514-439","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Weight Loss & Diet Plans","https://www.webmd.com/diet/default.htm","Is Your Bread Really 'Whole Grain'? Maybe Not","https://www.webmd.com/diet/news/20200810/is-it-really-whole-grain-food-labels-often-misleading","Is Your Bread Really 'Whole Grain'? Maybe Not","By Dennis Thompson 
HealthDay Reporter","MONDAY, Aug. 10, 2020 (HealthDay News) -- Folks who want to eat healthy by choosing whole grain foods aren't helped by product labels that can confuse and mislead consumers, a new study shows.","A similar proportion of participants were unable to accurately state the whole grain content of different products, according to the study."
"1597634328-280","https://www.webmd.com/","Family &
 Pregnancy","https://www.webmd.com/family-pregnancy","Children's Health","https://www.webmd.com/children/default.htm","Sepsis in Children","https://www.webmd.com/children/features/sepsis-children","Sepsis in Children","","Kissoon says one critical problem with sepsis is making a diagnosis. “The signs and symptoms initially can be very subtle, and many a time, we misdiagnose children and we think they have a common cold,” he says.","Sepsis may not be on your radar but it is an extremely deadly killer."
"1597635359-418","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Sex & Relationships","https://www.webmd.com/sex-relationships/default.htm","More Young Americans Are Going Without Sex","https://www.webmd.com/sex-relationships/news/20200612/more-young-americans-are-going-without-sex","More Young Americans Are Going Without Sex","null","FRIDAY, June 12, 2020 (HealthDay News) -- Sex, and lots of it, has long been the primary preoccupation of young adults, but more of them are now going months and years without any intimate encounters.","Men and women aged 25 to 34 in the United States also reported an increase in sexual inactivity and a decrease in sexual frequency during the past two decades, the researchers found."
"1597635490-433","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Weight Loss & Diet Plans","https://www.webmd.com/diet/default.htm","Coffee: Good for You or Not?","https://www.webmd.com/diet/news/20200722/coffee-good-for-you-or-not","Coffee: Good for You or Not?","By Amy Norton 
HealthDay Reporter","WEDNESDAY, July 22, 2020 (HealthDay News) -- Coffee has been tied to many potential health benefits, but people should drink it for pleasure, and not disease prevention.","That's the advice for most adults. Pregnant women, however, should be particularly careful about caffeine intake. Based on the evidence, van Dam's team said, they should limit themselves to no more than 200 milligrams of caffeine a day."
"1597635359-422","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Sex & Relationships","https://www.webmd.com/sex-relationships/default.htm","More Young Americans Are Going Without Sex","https://www.webmd.com/sex-relationships/news/20200612/more-young-americans-are-going-without-sex","More Young Americans Are Going Without Sex","null","FRIDAY, June 12, 2020 (HealthDay News) -- Sex, and lots of it, has long been the primary preoccupation of young adults, but more of them are now going months and years without any intimate encounters.","Many who remain sexually active are having sex less often, the findings also showed. Fewer people are having sex at least weekly, particularly those with one sexual partner."
"1597635514-442","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Weight Loss & Diet Plans","https://www.webmd.com/diet/default.htm","Is Your Bread Really 'Whole Grain'? Maybe Not","https://www.webmd.com/diet/news/20200810/is-it-really-whole-grain-food-labels-often-misleading","Is Your Bread Really 'Whole Grain'? Maybe Not","By Dennis Thompson 
HealthDay Reporter","MONDAY, Aug. 10, 2020 (HealthDay News) -- Folks who want to eat healthy by choosing whole grain foods aren't helped by product labels that can confuse and mislead consumers, a new study shows.","""For terms like multigrain or seven-grain or 12-grain, or the coloring, there's no rules at all,"" Wilde continued. ""There's no rules against using any of those terms on a refined grain product, or coloring the product brown, which consumers associate with whole grains."""
"1597635514-441","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Weight Loss & Diet Plans","https://www.webmd.com/diet/default.htm","Is Your Bread Really 'Whole Grain'? Maybe Not","https://www.webmd.com/diet/news/20200810/is-it-really-whole-grain-food-labels-often-misleading","Is Your Bread Really 'Whole Grain'? Maybe Not","By Dennis Thompson 
HealthDay Reporter","MONDAY, Aug. 10, 2020 (HealthDay News) -- Folks who want to eat healthy by choosing whole grain foods aren't helped by product labels that can confuse and mislead consumers, a new study shows.","""If they say it contains whole grains, it really does have to contain some whole grains. They would get into trouble if they made a claim that was outright false,"" Wilde said. ""But it's totally permitted to say it contains whole grains even if it's mostly refined grains."
"1597634367-288","https://www.webmd.com/","Family &
 Pregnancy","https://www.webmd.com/family-pregnancy","Children's Health","https://www.webmd.com/children/default.htm","Why Do Black Kids Fare Worse After Surgery?","https://www.webmd.com/children/news/20200720/black-kids-face-higher-odds-of-post-op-complications-than-white-kids","Why Do Black Kids Fare Worse After Surgery?","By Amy Norton 
HealthDay Reporter","MONDAY, July 20, 2020 (HealthDay News) -- When healthy kids have surgery, serious complications are uncommon. But even in that low-risk scenario, Black children fare worse, a new study finds.","Experts stressed that deaths were rare. Overall, 0.07% of African American children died, compared to 0.02% of white children."
"1597634655-304","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Teen Boys","https://teens.webmd.com/boys/default.htm","Front-of-Head Hits Blamed for Nearly Half of Young Football Player Concussions","https://teens.webmd.com/boys/news/20140811/front-of-head-hits-blamed-for-nearly-half-of-young-football-player-concussions","Front-of-Head Hits and Young Football Players","By Randy Dotinga","MONDAY, Aug. 11, 2014 (HealthDay News) -- High school football players are more likely to lose consciousness after concussions if they get hit at the top of the head compared to the sides, back or front, according to a new study.","Concussions often occur in contact sports like football where blows to the head are likely. They can cause headache, dizziness, loss of consciousness and other symptoms."
"1597634958-385","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Women's Health","https://www.webmd.com/women/default.htm","Court: Employers Can Refuse Birth Control Coverage","https://www.webmd.com/sex/birth-control/news/20200708/court-employers-can-refuse-birth-control-coverage","Court: Employers Can Refuse Birth Control Coverage","July 8, 2020 -- More than 70,000 U.S. women could be left without cost-free birth control after the Supreme Court upheld a Trump administration policy change that permits some employers to refuse to provide contraceptive coverage on religious or moral grounds.","null","""We hold today that the Departments had the statutory authority to craft that exemption, as well as the contemporaneously issued moral exemption. We further hold that the rules promulgating these exemptions are free from procedural defects,"" Justice Clarence Thomas wrote for a majority of the court."
"1597634708-323","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Teen Boys","https://teens.webmd.com/boys/default.htm","Stress-Prone Teen Boys May Risk High BP Later","https://teens.webmd.com/boys/news/20160201/stress-prone-teen-males-may-be-at-risk-of-high-blood-pressure-later","Stress-Prone Teen Boys May Risk High BP Later","By Robert Preidt","","However, it's important to note that the study can only show an association between stress response and later high blood pressure; it cannot prove a cause-and-effect relationship."
"1597634870-371","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Women's Health","https://www.webmd.com/women/default.htm","Diagnosing Mild Cognitive Impairment in Women","https://www.webmd.com/women/features/mild-cognitive-impairment-women","Diagnosing Mild Cognitive Impairment in Women","","Sundermann suggests that when women have concerns about their memory, they keep these things in mind:","“If you have concerns about your memory, it’s very important to tell your doctor about them.”"
"1597634367-294","https://www.webmd.com/","Family &
 Pregnancy","https://www.webmd.com/family-pregnancy","Children's Health","https://www.webmd.com/children/default.htm","Why Do Black Kids Fare Worse After Surgery?","https://www.webmd.com/children/news/20200720/black-kids-face-higher-odds-of-post-op-complications-than-white-kids","Why Do Black Kids Fare Worse After Surgery?","By Amy Norton 
HealthDay Reporter","MONDAY, July 20, 2020 (HealthDay News) -- When healthy kids have surgery, serious complications are uncommon. But even in that low-risk scenario, Black children fare worse, a new study finds.","But most pediatric studies have included kids with various health conditions going in to surgery. ""And how sick you are before surgery is strongly related to how sick you are after surgery,"" Nafiu said."
"1597634870-364","https://www.webmd.com/","Living 
 Healthy","https://www.webmd.com/living-healthy","Women's Health","https://www.webmd.com/women/default.htm","Diagnosing Mild Cognitive Impairment in Women","https://www.webmd.com/women/features/mild-cognitive-impairment-women","Diagnosing Mild Cognitive Impairment in Women","","Sundermann suggests that when women have concerns about their memory, they keep these things in mind:","In a study of 985 older adults, based on standard scoring, a quarter of the women and nearly half the men had MCI. But, based on sex-specific averages, just more than a third of both women and men had MCI."
